title,combined_score,topic_label,topic_module_count,avg_similarity,max_similarity,best_module,description
Landscape Manager,0.6850581055096632,"plantation gardener, gardener, landscaping",5,0.4288422744587748,0.5676059786307661,LAD3003 – Professional Practice,"Job Description · Attend site visits and tender show round · Propose and design simple yet sustainable landscape designs for specified sites · Prepare quotes and landscape maintenance reports · Coordinate work orders with ground crew · Dealing with complaints from client on site · Prepare maintenance schedule · Monitor and recording of site staff attendance · Handling few projects assigned and coordination · To be responsible for the administrative and operational for landscape project aspects, including liaise with customers for project requirements and progress · Facilitate on the job training program for new crew members and provide ongoing training for crew members’ skill development objectives Requirements · Degree/Diploma in Horticulture, Arboriculture or other related fields with minimum of 1 yr experience in landscaping industries · Required language(s): English, Chinese (in order to deal with complaints from Chinese speaking client on site) · Dynamic and energetic · Good team player with ability to lead and multi-task · Committed to work · Required Skill(s): Microsoft Office · Excellent interpersonal and communication skills · Prefer candidates with horticulture or arborist knowledge · On-the-job training provided · Entry level candidates with the relevant Polytechnic / WSQ Diploma / Degree are welcomed Working Hours and Office Location: · 5.5-day work week · Office location: Mandai Estate · Work location: Various Sites"
Senior Principal Architectural Associate,0.6847149078214425,"contractors design requirements, architectural designs, architectural design",5,0.42112747502178705,0.5813195890636382,LAD3003 – Professional Practice,"Lead a project team and provide technical leadership on architectural design matters. Guide team members to ensure that design solutions are optimized to meet clients' requirements. Be involved in business development meetings to target specific markets, clients, and project opportunities. Carry out architectural designs. Carry out feasibility studies and make design proposal presentations. Liaise with and discuss project-relevant issues with clients. Negotiate with contractors on design requirements and building progress. Oversee progress of on-site work; ensure the project is built according to design plans and resolve any issues that may arise. Work with engineers and surveyors to make sure that the project meets the necessary standards. Project and design management of more than 5-8 projects at any given time. Take charge of or assist in project P&L and resource planning. Job Qualifications: Bachelor's Degree in Architecture Minimum 8 years of relevant experience in the industry Experience in Submission requirements, procedures and standards for BIM (Revit)and AutoCad (3D) format. Experience in the use of BIM tools for design / tender / construction documentation. Knowledge in basic regulatory requirements (URA, BCA, SCDF, PUB, NEA, LTA, NParks, etc), and Arch related Codes of Practice."
Landscape Technician,0.6844604523727902,"plantation gardener, gardener, landscaping",5,0.42235812469312267,0.5775860124777052,LAD2006 – Design 3,"Job Requirement Grow, maintain and transplant      flowers, shrubs and trees Maintenance and installation of      sprinkler systems Construct walkways, walls and      small foot bridges Follows plans and specifications,      inspects and directs the planting of landscape material associated with      improvement, beautification, and erosion control Create and adhere to various      watering and feeding schedules Plan new growth planting patterns      in distinct seasonal changes Identify detrimental insects or      plant disease and eliminate them Ability to adhere to a      predetermined budget Operate a variety of mechanical      equipment If certified or under the      supervision of a certified applicator will apply chemicals Requirement Primary/Secondary/’O’      Level Education with relevant landscape gardening experience. With      WSQ Landscape Operation (Entry Level) Certification will be an advantage. No      age limit with ability to work outdoors. Physically      fit to handle tools and move around easily during work. Working Hours and Office Location: · 5.5-day work week · Office location: Mandai Estate · Work location: Various Sites"
Architectural Coordinator,0.6840621646312675,"contractors design requirements, architectural designs, architectural design",5,0.4161920975412068,0.5879266280739236,LAD3003 – Professional Practice,"Roles & Responsibilities: Oversee and coordinate architectural works to ensure they align with the project schedule, design, and specifications. Review architectural drawings, specifications, and shop drawings to ensure compliance with the design intent and building codes. Monitor the execution of architectural work on-site, ensuring quality, safety, and compliance with specifications. Liaise with architects, contractors, consultants, and other stakeholders to resolve design issues and ensure smooth project execution. Ensure that all architectural work complies with relevant local regulations, building codes, and safety standards. Maintain accurate project records, including drawings, design changes, site inspections, and progress reports. Identify and address design or construction challenges, ensuring that they are resolved promptly to avoid project delays. Monitor the quality of materials and workmanship to meet project requirements and standards. Job Requirements: Bachelor's Degree or Diploma in Architecture. Minimum 5 years of experience in architectural coordination for construction projects. Strong knowledge of architectural design principles, building codes, and construction methods. Proficiency in using AutoCAD, Revit, or other architectural software. Ability to read and interpret architectural drawings and specifications. Strong communication, organizational, and problem-solving skills. Familiarity with local building regulations and industry standards. Experience in coordinating with different stakeholders, including architects, contractors, and consultants."
Senior Principal Architect,0.6826810927192262,"contractors design requirements, architectural designs, architectural design",5,0.41804087203830326,0.577323719519524,LAD3003 – Professional Practice,"Lead a project team and provide technical leadership on architectural design matters. Guide team members to ensure that design solutions are optimized to meet clients' requirements. Be involved in business development meetings to target specific markets, clients, and project opportunities. Carry out architectural designs. Carry out feasibility studies and make design proposal presentations. Liaise with and discuss project-relevant issues with clients. Negotiate with contractors on design requirements and building progress. Oversee progress of on-site work; ensure the project is built according to design plans and resolve any issues that may arise. Work with engineers and surveyors to make sure that the project meets the necessary standards. Project and design management of multiple projects at any given time. Take charge of or assist in project P&L and resource planning. Job Qualifications: Bachelor's Degree in Architecture Minimum 7 years of relevant experience in the industry Experience in Submission requirements, procedures and standards for BIM (Revit)and AutoCad (3D) format. Experience in the use of BIM tools for design / tender / construction documentation. Knowledge in basic regulatory requirements (URA, BCA, SCDF, PUB, NEA, LTA, NParks, etc), and Arch related Codes of Practice."
Landscape Manager Assistance,0.6813708766368409,"plantation gardener, gardener, landscaping",5,0.42242539362947,0.5620035959252645,LAD3003 – Professional Practice,"Job Description · Attend site visits and tender show round · Propose and design simple yet sustainable landscape designs for specified sites · Prepare quotes and landscape maintenance reports · Coordinate work orders with ground crew · Dealing with complaints from client on site · Prepare maintenance schedule · Monitor and recording of site staff attendance · Handling few projects assigned and coordination · To be responsible for the administrative and operational for landscape project aspects, including liaise with customers for project requirements and progress · Always able to coordinate with and reported to Landscape Manager · Any other duties as assigned by immediate superior. Requirements · Degree/Diploma in Horticulture, Arboriculture or other related fields with minimum of 1 yr experience in landscaping industries · Required language(s): English, Chinese (in order to deal with complaints from Chinese speaking client on site) · Dynamic and energetic · Good team player with ability to lead and multi-task · Committed to work · Required Skill(s): Microsoft Office · Excellent interpersonal and communication skills · Prefer candidates with horticulture or arborist knowledge · On-the-job training provided · Entry level candidates with the relevant Polytechnic / WSQ Diploma / Degree are welcomed Working Hours and Office Location: · 5.5-day work week · Office location: Mandai Estate · Work location: Various Sites"
Architectural Coordinator,0.6812583989498847,"contractors design requirements, architectural designs, architectural design",5,0.4191375784977735,0.5680168377538765,LAD3003 – Professional Practice,"Job Description · Assist the Planning Manager to coordinate design detailing between Clients and Consultants · Review, update and coordinate all architectural work including shop drawings for the project · Resolve all site architectural issues and implement the right methods to ensure quality and productivity, using BIM software or equivalent. · Liaise and coordinate with sub-contractors and vendors on projects and work · Ensure compliance with Architectural specifications, and achieve quality aspect of architectural works without deviation to authority requirements · Carry out architectural works scheduling, material requisition, cost control, project supervision and documentation in accordance to Master Programme · Review project specifications, tender clarifications and construction drawings for Contract/Procurement management . Requires experience in site coordination (arrangement of site work, material delivery, mock up, samples, quality control etc) for architectural trade"
Principal Architectural Associate,0.6808552703067329,"contractors design requirements, architectural designs, architectural design",5,0.4189013866823628,0.5664735781689383,LAD3003 – Professional Practice,"Provide technical leadership on architectural design matters. Provide guidance to team members to ensure that design solutions are optimised in order to meet clients' requirements. Be involved in business development meetings to target specific markets, clients and project opportunities Carry out architectural designs. Carry out feasibility studies and make design proposal presentations. Liaise with and discuss project-relevant issues with clients. Negotiate with contractors on design requirements and building progress. Oversee progress of on-site work; ensure project is built according to design plans and resolve any issues that may arise. Work with engineers and surveyors to make sure that the project meets the necessary standards. Project and/or design management of more than 3-5 projects at any given time. Job Requirements: Minimum Master's Degree in Architecture or equivalent At least 5 years of working experience in the related field Proficient in BIM (Revit), Rhino, Adobe Suite and Escape Proficient in Microsoft Office applications Possess good interpersonal skills and a team player A hands-on person who is positive, proactive and driven Meticulous and able to organise work effectively"
Horticulturist / Arborist,0.6788547506400572,"plantation gardener, gardener, landscaping",5,0.41727768192628656,0.5597183893477125,LAD2006 – Design 3,"Job Description/ Responsibility Project Management Duties Monitor site operation and supervises ground workers and assist maintenance crew in horticultural tasks Plan the work programme and continually assess, meeting with Client's representatives or appointed Consultant, review and improve on performance including the conduct of risk assessment and management Conduct regular inspection to make sure to meet the Service Level Agreement Handle the administration of all works in the Contract including receiving and responding to the Client/ his representatives or appointed Consultant's directions issued Liaise with clients on enquiries, feedbacks and complaints Attend joint site inspect with the Client/ his representatives or appointed Consultant and attend to defects and shortcomings highlighted during such inspection within given deadline Any other roles assigned by managers/director Able to work under pressure and work beyond normal working hours and on weekends/public holidays if required Requirement Diploma in Horticulture/ Landscape Management or WSQ Advanced Certificate in Landscape Supervision or WSQ Diploma in Landscape Management (Any Landscape Related Course) Arborist certification from International Society of Arboriculture (ISA) or equivalent Minimum 2 years of relevant experience in Landscape Industry Able to work outdoor and sun loving personnel Possess valid Class 2B/ Class 3 and above will be a bonus"
"Site Architect, MRT Project",0.6787311601084329,"contractors design requirements, architectural designs, architectural design",5,0.413244496485054,0.5671668075720562,LAD3003 – Professional Practice,"Architectural management/coordination for both Design & Site functions for a major MRT/LTA project Manage the entire project processes including authority submission, drawing submission schedules based on the planned work progress Coordinate and review all design matters with LTA, authorities, consultants, subcontractors, etc. Liaise and communicate closely with client’s reps, consultants & contractors. Produce architectural drawings as directed and as required for project, in an effective & professional manner. Requirements: Degree in Architecture from an accredited institution Minimum 3-5 years of experience, with prior/present experience in MRT/LTA projects Able to work under pressure in a fast-paced environment Comfortable to work on a 5.5 days workweek If this opportunity aligns with your skills and experience, please submit your resume to koh.dickson@bayesrecruitment.com Dickson KOH, EA Registration R1103367 www.bayesrecruitment.com"
Landscape Manager,0.6776811427966519,"plantation gardener, gardener, landscaping",5,0.41589270770934117,0.556620298564577,LAD3003 – Professional Practice,"Job Description · Attend site visits and tender show round · Propose and design simple yet sustainable landscape designs for specified sites · Prepare quotes and landscape maintenance reports · Coordinate work orders with ground crew · Dealing with complaints from client on site · Prepare maintenance schedule · Monitor and recording of site staff attendance · Handling few projects assigned and coordination · To be responsible for the administrative and operational for landscape project aspects, including liaise with customers for project requirements and progress · Facilitate on the job training program for new crew members and provide ongoing training for crew members’ skill development objectives Requirements · Degree/Diploma in Horticulture, Arboriculture or other related fields with minimum of 1 yr experience in landscaping industries · Required language(s): English, Chinese (in order to deal with complaints from Chinese speaking client on site) · Dynamic and energetic · Good team player with ability to lead and multi-task · Committed to work · Required Skill(s): Microsoft Office · Excellent interpersonal and communication skills · Prefer candidates with horticulture or arborist knowledge · On-the-job training provided · Entry level candidates with the relevant Polytechnic / WSQ Diploma / Degree are welcomed"
Architectural Coordinator,0.6761499380134336,"contractors design requirements, architectural designs, architectural design",5,0.4109092718912859,0.5589311462845956,LAD3003 – Professional Practice,"Review architectural drawings, specifications, and other design documentation to identify and resolve any issues or conflicts. Ensure all architectural work complies with relevant building codes, regulations, and company standards. Facilitate regular progress meetings with the design team and provide updates on the status of architectural deliverables. Collaborate closely with project architects, engineers, and other stakeholders to coordinate the architectural design and planning of construction projects. Support the implementation of architectural design solutions on site, working closely with the construction team. Contribute to the continuous improvement of architectural coordination processes and documentation. Interested applicants, please apply online or send your resume in WORD format to davidnhbsg@gmail.com; ram@deshingroup.com; wayne@deshingroup.com; shawn@deshingroup.com Thank you for your application but we regret that only shortlisted candidates will be notified."
Horticultural & Operations Executive | Plant Landscape Project,0.6751645620871857,"plantation gardener, gardener, landscaping",5,0.40878878324092716,0.5582452439540736,LAD3003 – Professional Practice,"Role: Senior Project Executive [ Landscaping ] 5 Days, 8.30am-5.30pm Salary: $3,000 - $3,800 MAX + 14 Days AL + Bonus Office at Tengah Area [ Nearby MRT is Choa Chu Kang / Boon Lay MRT ] Company Background: Landscaping solutions for businesses and industry in financial, healthcare, commercial property, residential property, retail and education. Summary Supports the planning, coordination, and execution of landscape projects while contributing to the company’s operational efficiency and profitability. Works closely with Project Manager to oversee site works, manage resources, liaise with stakeholders, and ensure projects are delivered on time, within budget, and at the highest quality standards. Role & Responsibilities Project Coordination & Execution Assist in planning, scheduling, and monitoring landscape projects from initiation to completion. Support Project Managers in day-to-day project operations, including manpower, materials, and equipment allocation. Prepare and manage project documentation such as RFIs, change orders, progress claims, and project close-out reports. Coordinate with internal teams, subcontractors, and suppliers to ensure smooth project execution. Quality, Safety & Compliance Conduct site inspections to monitor work quality, safety, and adherence to specifications and regulations. Ensure compliance with environmental, safety, and horticultural best practices. Support continuous improvement initiatives to enhance project delivery standards. Client & Stakeholder Management Act as a point of contact for clients, consultants, and contractors. Provide timely updates and resolve queries to maintain strong client satisfaction. Assist in business development activities and contribute to tender submissions and proposals when required. Financial & Resource Management Assist in preparing cost estimates, budgets, and procurement schedules. Monitor project costs against budgets and highlight discrepancies. Support the company’s profitability objectives by ensuring efficient resource utilization. Documentation & Reporting Maintain accurate records of project progress, site correspondence, and financial documentation. Prepare weekly / monthly project reports for management and stakeholders. #SCR-carson-cheong ⭕ Cheong Kar Chun ⭕ Team Manager ⭕ R1980386 ⭕ The Supreme HR Advisory ⭕ 14C7279"
ARCHITECTURAL COORDINATOR,0.6749330664995642,"contractors design requirements, architectural designs, architectural design",5,0.4014618648699402,0.5717416027579403,LAD3003 – Professional Practice,"Overview The Architectural Coordinator acts as the link between the design team (architects, consultants) and the site team (construction workers, supervisors, subcontractors). They make sure that the design drawings and specifications are correctly understood, coordinated, and implemented during construction. Key Responsibilities Review architectural drawings and highlight any discrepancies or clashes with structural, M&E, or site conditions. Coordinate with consultants, contractors, and site supervisors to resolve design and technical issues. Issue updated drawings, instructions, and clarifications to the site team in a timely manner. Conduct site inspections to ensure construction work follows approved drawings, materials, and quality standards. Support construction workers and site supervisors by explaining details of drawings and ensuring buildability. Work with project managers to track progress and report design-related issues that may affect timelines. Ensure compliance with building codes, regulations, and client requirements. Requirements Diploma or Degree in Architecture, Building, or related field. Strong knowledge of architectural drawings and construction methods. Ability to communicate clearly with both design professionals and site workers. Good problem-solving skills for resolving on-site technical issues. Familiarity with construction standards, codes, and regulations. Why This Role Matters The Architectural Coordinator ensures that what is designed on paper is built correctly on site . This helps construction workers carry out their tasks without confusion, reduces mistakes, and ensures a smoother workflow."
Senior Architectural Associate,0.6704954350762348,"contractors design requirements, architectural designs, architectural design",5,0.4038313456041006,0.5448144841729723,LAD3003 – Professional Practice,"Provide technical leadership on architectural design matters. Provide guidance to team members to ensure that design solutions are optimised in order to meet clients' requirements. Be involved in business development meetings to target specific markets, clients and project opportunities Carry out architectural designs. Carry out feasibility studies and make design proposal presentations. Liaise with and discuss project-relevant issues with clients. Negotiate with contractors on design requirements and building progress. Oversee progress of on-site work; ensure project is built according to design plans and resolve any issues that may arise. Work with engineers and surveyors to make sure that the project meets the necessary standards. Project and/or design management of overseas projects. Job Requirements: Minimum Bachelor's Degree in Architecture or equivalent At least 3 years of working experience in the related field Proficient in BIM (Revit), Rhino, Escape , Adobe Suite Proficient in Microsoft Office applications Possess good interpersonal skills and a team player A hands-on person who is positive, proactive and driven Meticulous and able to organise work effectively"
Client Advisor | Farming Nursery / Plantation / Landscape Design,0.6704586478687691,"plantation gardener, gardener, landscaping",5,0.3907327928323774,0.5708276536790898,LAD2006 – Design 3,"Junior / Senior Sales Executive [ Plantation | Landscaping ] 5 Days, 8.30am-5.30pm Basic Salary: $2,400 - $3,800 + 14 Days AL After Probation Will Entitled to Group Sales Incentive [ $600-$2,000 Per Month ] Office is at Bedok, Singapore [ East ] Company Background: Landscaping solutions for businesses and industry in financial, healthcare, commercial property, residential property, retail and education. Summary: Seeking a Sales Executive who can combine plant knowledge with sales acumen to deliver tailored indoor plant and landscaping solutions. You’ll play a key role in helping businesses and homeowners create environments that are healthier, greener, and more inspiring. Requirements: Option 1: Entry level but with at least diploma in Landscape Architecture, Horticulture, Agriculture or related fields . Option 2: Those with 2 years of industry experience ( plants, landscape design, horticulture, or related sales) but willing switch to sales or service advisor role. Job Scopes Leverage your horticulture / landscape expertise to understand client needs and recommend suitable plant solutions. Grow our client base by identifying and securing new business opportunities. Provide professional consultation, proposals, and creative plant concepts to clients. Manage and deepen client relationships to ensure long-term satisfaction. Negotiate and close deals to achieve sales targets and revenue growth. Collaborate with our operations and design teams to deliver seamless solutions. #SCR-carson-cheong ⭕ Cheong Kar Chun ⭕ Team Manager ⭕ R1980386 ⭕ The Supreme HR Advisory ⭕ 14C7279"
HORTICULTURIST,0.670026516047726,"plantation gardener, gardener, landscaping",5,0.4017500140167736,0.5466325522050826,LAD2006 – Design 3,". Liaise with internal and external stakeholders on Horticulture matter; · To build and maintain strong client relationship and meet Client’s satisfaction; · Attending feedback pertaining to horticultural works; . Coordinate horticulture plans and schedules with Town Council; . In-charge of horticultural maintenance of landscape under Town Council; . Liaise with Town Council for arranging complains and sort out the issue; · Identify diseases, pests and insect infestations that affect the health of trees; · Assess all the plants, trees and materials to be delivered in the site as per drawing; · Attend site meeting with the clients and reporting to the management regarding the meeting; · Advise clients on proper care of various types and species of trees; · Responsible for all site issues and ensure the problems are settle properly with the clients; · Follow NParks standards and execute for implementation; · Provide all the documents needed in the projects such as Risk Assessment, Safe Work; . Procedure, Method of Statement, Work Schedules and other required documents in site; · Responsible to conduct site briefing and tools box meeting to the workers; · Liaise with operation team for the delivery of ordered items. Requirements : · Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Agriculture/Horticulture or equivalent; · At least 2 Year(s) of working experience in the related field is required for this position; · Able to work under pressure and work beyond normal working hours and on weekends/public holidays if required; · Positive and independent individual with good interpersonal, communication and organizational skill."
