title,description,cluster,combined_score,skill_votes,skill_coverage
Data Analyst,"CCS is looking for a highly motivated Data Analyst. This role is
critical in transforming data into actionable insights that drive business
decisions. The successful candidate will be responsible for reporting, trend analysis, and collaborating with stakeholders to deliver data-driven solutions. Key Responsibilities Utilize Python for data processing, automation, and advanced analytics. Develop and maintain reports and dashboards using Power BI. Perform trend analysis and identify patterns to support strategic initiatives. Present findings and recommendations to management in a clear, concise, and impactful manner. Required Skills & Qualifications Strong proficiency in Python for data manipulation and analysis. Expertise in Power BI for visualization and reporting. Solid understanding of trend analysis, statistical methods, and data modeling. Excellent communication skills to convey complex data insights effectively.",-1,0.3776959968310536,12,25.0
Assistant Professor / Associate Professor in Dynamical Systems and Mathematics of Machine Learning,"School of Physical and Mathematical Sciences (SPMS) Nanyang Technological University, Singapore Assistant Professor / Associate Professor in Dynamical Systems and Mathematics of Machine Learning Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked among the world’s top universities. The College of Science seeks a diverse and inclusive workforce and is committed to equality of opportunity. We welcome applications from all and recruit on the basis of merit, regardless of age, race, gender, religion, marital status, family responsibilities, or disability. The School of Physical and Mathematical Sciences at NTU offers multidisciplinary academic programs that provide students with a wide-ranging and up-to-date education. They offer undergraduate training leading to BSc (Hons} and graduate training leading to MSc and PhD degrees. We invite applications for an Assistant Professor / Associate Professor position specialising in Dynamical Systems and Mathematics of Machine Learning . We are looking for world-class candidates with expertise in dynamical systems, numerical analysis, stochastic analysis, and with experience in applying these domains to recurrent neural networks, state-space systems, reservoir computing, learning of dynamic processes, and mathematical learning theory in general. The successful candidate will be expected to teach both undergraduate and postgraduate courses in pure and applied mathematics, conduct high-quality research in the areas of dynamical systems, random dynamical systems, state-space systems, and their applications to machine learning theory and time series forecasting, and promote interdisciplinary collaboration among the disciplines of mathematics, physics, computer science, and engineering that push the development of reliable dynamical machine learning methods for applications. Candidates with strong academic portfolios are encouraged to apply. The successful candidate should actively seek collaborations with research groups beyond his/her research field and leverage on the multidisciplinary ecosystem of NTU. The candidates are expected to: · Establish a world-class research programme. · Enhance the College’s visibility as an international leader in education and research. · Secure research funding from competitive grants and industry partnerships. · Mentor and supervise graduate students and postdoctoral researchers. · Collaborate with interdisciplinary teams within the university and with external partners. · Deliver engaging and effective teaching to both undergraduate and graduate students. · Undertake essential administrative responsibilities within the Schools. Requirements: · PhD in mathematics or a related subject. · Strong research record and relevant publications in reputable peer-reviewed international journals and conferences. · A good track record of supervising research staff, postdocs, students, and interns in relevant fields · Experienced in cross-disciplinary research initiatives and collaboration. · Demonstrated excellence in research, evidenced by a strong publication record in reputable journals · Recognition in the research community, such as invited talks, awards, or memberships in professional societies. · Proven ability to secure research funding. Application Procedure Required application documents: · Cover letter. · Curriculum Vitae, including a full publication list. · Statement of current and future research interest. · Teaching statement. · Names of at least three referees. Please click here to apply.",-1,0.3072955076426346,3,6.25
Data Engineer,"Our Company Gentco Logistics is a leading international liquid chemical logistics provider with three core business units: chemical tankers (5th largest fleet globally), chemical tank containers
(2nd largest fleet globally), and terminal storage tanks. Our global headquarters are in Shanghai, China, supported by a regional headquarters in Singapore and 40 operational offices across six continents. Gentco Logistics is wholly owned by the Junzheng Group (ticker 601216.SH). The Opportunity The Data Engineer position is a part of the Global IT Department, which is directly overseen by the Group’s CIO. Our team currently comprises over 40 IT, software, and data professionals primarily based in Shanghai, Moerdijk (the Netherlands), and Singapore. With our IT presence in Singapore rapidly expanding, we are excited to invite you to join our team! Job Responsibilities: ·       Assist the senior data engineer in the implementation and maintenance of critical pieces of our Databricks ELT pipelines and data warehouse using Azure Databricks (PySpark, Spark SQL) ·       Assist in the design and architecting of ELT pipelines, data schemas/models, and data marts for business users. ·     Participate in code reviews and contribute to CI/CD pipelines for automated testing and deployment of data solutions. ·       Occasionally assist data analysts in creating new semantic models and/or dashboards in PowreBI ·       Ensure the reliability and availability of core data infrastructure with proper monitoring
and alerting systems to guarantee continuous data delivery to the business. ·       Take ownership of data quality and governance. Collaborate with business and IT teams to
establish and meet data standards, including developing automated data checks and data quality monitoring dashboards. ·       Promote a culture of organizational learning by facilitating knowledge sharing and implementing best practices in documentation. ·       Stay updated with current industry best practices and trends, and evaluate technical decisions at a business level. Requirements: ·       Bachelor's or Master's degree in Computer Science or a related engineering field from a
technical university. ·       Experience in data engineering with working knowledge of Python and SQL. ·       Experience with Agile/DevOps tools (Git, Jira). ·       Deeply knowledgeable of data warehousing best practices, especially in the Azure cloud
environment, with a strong commitment to staying current with industry trends
and future advancements. ·       Highly motivated, with a proactive approach to project ownership and accountability
for outcomes and timelines. Committed to continuous personal growth and
development within the organization. ·   Fluency in both written and spoken English and Mandarin is highly desirable to effectively liaise with Chinese-speaking clients and counterparts, understanding their technical requirements. Desirable skills ·       Experience with public cloud infrastructure. (Azure preferred) ·       Exposure to Databricks, Snowflake, or similar big data processing platforms. ·       Background in logistics, shipping/maritime or chemicals industry. ·       Experience with Power BI or similar BI tools.",-1,0.30619157571957695,6,12.5
Junior Data Analyst (Databricks),"InfoCepts is a global leader of end-to-end data & analytics solutions with nearly 20 years of experience, also named as Gartner’s 2020, 2021 and 2022 customers’ choice for Data & Analytics providers. We continue to grow rapidly year over year, now employing more than 1,200 people in offices across the globe. As we have grown, we have stayed true to our mission—to always help our customers stay modern that help them make smart, data-driven decisions. Since 2004, we have deployed hundreds of high performance analytics applications over web and mobile platforms, built several advanced analytics models, processed petabytes of data using Big Data technologies and delivered several high impact business solutions. Driven by our vision of delivering great customer experiences, we are looking for professionals who are passionate about making the world a better place by leveraging the power of data. We are hiring aspiring / proven data analyst to join us. Roles and Responsibilities: Design, build, and maintain interactive dashboards and reports Develop and optimize SQL queries to extract, transform, and analyze data from various data sources Perform data analysis and automation using Python Collaborate with business stakeholders to gather, understand, and document reporting and analytics requirements Translate business requirements into technical specifications and BI solutions Ensure data accuracy, consistency, and performance across dashboards and reports Support data validation, testing, and ongoing enhancement of BI assets Provide insights and recommendations based on data analysis to support business objectives Maintain documentation for dashboards, data models, and reporting logic Skills Required: Bachelor’s degree in Computer Science, Engineering, or a related field (or equivalent work experience). Open to fresh graduates with relevant internship experience Experience in Databricks Experience in Tableau/PowerBi dashboard development Strong proficiency in SQL for data querying and analysis Working knowledge of Python for data analysis and automation Experience in requirements gathering and stakeholder engagement Ability to translate business questions into data-driven solutions Strong analytical and problem-solving skills",-1,0.38249960212256096,11,22.916666666666664
Senior Data Scientist,"Who We Are Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact. To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive. We Are BCG X We’re a diverse team of more than 3,000 tech experts united by a drive to make a difference. Working across industries and disciplines, we combine our experience and expertise to tackle the biggest challenges faced by society today. We go beyond what was once thought possible, creating new and innovative solutions to the world’s most complex problems. Leveraging BCG’s global network and partnerships with leading organizations, BCG X provides a stable ecosystem for talent to build game-changing businesses, products, and services from the ground up, all while growing their career. Together, we strive to create solutions that will positively impact the lives of millions. What You'll Do Our BCG X teams own the full analytics value-chain end to end: framing new business challenges, designing innovative algorithms, implementing, and deploying scalable solutions, and enabling colleagues and clients to fully embrace AI. Our product offerings span from fully custom-builds to industry specific leading edge AI software solutions. As a Data Scientist, you'll be part of our rapidly growing team. You'll have the chance to apply data science methods and analytics to real-world business situations across a variety of industries to drive significant business impact. You'll have the chance to partner with clients in a variety of BCG regions and industries, and on key topics like climate change, enabling them to design, build, and deploy new and innovative solutions. Additional responsibilities will include developing and delivering thought leadership in scientific communities and papers as well as leading conferences on behalf of BCG X. Successful candidates are intellectually curious builders who are biased toward action, scrappy, and communicative. We are looking for talented individuals with a passion for data science, statistics, operations research and transforming organizations into AI led innovative companies. Successful candidates possess the following: Comfortable in a client-facing role with the ambition to lead teams Likes to distill complex results or processes into simple, clear visualizations Explain sophisticated data science concepts in an understandable manner Love building things and are comfortable working with modern development tools and writing code collaboratively (bonus points if you have a software development or DevOps experience) Significant experience applying advanced analytics to a variety of business situations and a proven ability to synthesize complex data Deep understanding of modern machine learning techniques and their mathematical underpinnings, and can translate this into business implications for our clients Have strong project management skills What You'll Bring Master’s Degree or PhD with significant relevant experience providing advanced analytics solutions. The degree should be in computer science, applied mathematics, statistics, machine learning, or a related data centric field. Demonstrated deep technical and data science expertise, acute strategic and analytical skills, ability to lead and persuade, drive and energy, and desire to work in a project-based environment on strategic issues. Comfortable in a client-facing role with the ambition to lead teams Likes to distill complex results or processes into simple, clear visualizations Explain sophisticated data science concepts in an understandable manner Strong record of professional accomplishment and leadership. Fluency in Python Additional info Ability to travel based on client and business needs.",-1,0.3344713871695012,9,18.75
Senior Quant Developer,"Role Overview – Quantitative Developer We are seeking a Quantitative Developer to contribute to the implementation of quantitative trading strategies. This includes research, code optimization, deployment, order execution, risk monitoring, and compliance. You will collaborate with the research team to build strategy research tools on our in-house backtesting platform and take ownership of live trading processes, enhancing reliability and production quality. Opportunities also exist to contribute to RL/optimization-related research infrastructure and core components of our distributed systems, data platforms, and trading infrastructure, directly impacting research and trading performance. Required Qualifications Bachelor’s or Master’s degree in Computer Science, Software Engineering, Mathematics, Physics, Statistics, or related STEM fields from a top-tier university. Strong programming skills in Python and C++ , with experience in Linux environments . Hands-on experience in developing and trading APAC market stock strategies . Familiarity with brokerage requirements and trading rules; experience in trading risk control and designing monitoring frameworks. Solid mathematical foundation, particularly in probability and statistics. Excellent communication, logical reasoning, and problem-solving skills. Comfortable working in English and Chinese . Preferred Qualifications Experience with US stock strategies or other assets such as options and ETFs. Exceptional performance in programming competitions (e.g., NOI, ICPC). Publications in leading CS or statistics journals/conferences. Recognized achievements in Kaggle or other machine learning competitions. Internship or professional experience at proprietary trading firms, hedge funds, or leading tech companies. Interested candidates kindly click the APPLY NOW button. By submitting your personal data and/or resume, you give consent to the collection, use and disclosure of your personal data and/or resume by the company (or its agent) for the purpose of the processing and administration by company relating to this job application. Only shortlisted candidates will be notified EnviroDynamics Solutions Pte Ltd I EA License No.: 12C6285 Ng Chin Shen I Reg. No: R25127347 Email CV to : jasonng@envirodynamics.com.sg",-1,0.33108871038763255,7,14.583333333333334
Senior Data Consultant,"Senior Data Consultant ABOUT US Syniti , part of Capgemini, tackles the hardest work in data for the world’s largest organizations. We combine intelligent software with deep data expertise to help the Fortune2000 tackle complex data challenges and drive measurable business outcomes with business-ready data. Syniti’s Data First strategy transforms data from an afterthought into a strategic asset—unlocking insights, reducing risk, and fueling growth. With over 5,000 successful projects, we support the full data lifecycle through a unified platform for migration, quality, replication, matching, master data management, analytics, governance, and strategy. Operating globally across industries, Syniti’s award-winning software, expert consultants give enterprises a unique edge in managing and maximizing their data. THE ROLE We are recruiting talented and motivated individuals to join our team delivering data projects for clients across the globe. As a Senior Data Consultant at Syniti, you will work closely with functional consultants and key customer resources, gathering requirements, building conversion objects, and driving independent value through all data project phases. You will comfortably use your data skills and the Syniti data management platform to assess and iterate through design, build and deployment, ensuring that the highest customer value is derived from your assigned objects. As a member of a Syniti Data Migration team, you will execute against the best practices for successful business transformation and become skilled in the strongest platform to meet all of our customer’s needs. WHAT YOU WILL DO After an initial training period, a Senior Consultant will be expected to: • Apply Syniti’s data migration methodology and development standards across projects. • Develop and maintain data migration rules, transformation logic, reports, and data load programs using Syniti tools. • Execute end-to-end data loads, reconciliations, and cutover activities for assigned functional areas. • Analyze and validate source and target data structures, supporting data cleansing and issue resolution with business data owners. • Contribute to data migration design through data analysis, reporting, and collaboration with Syniti and client teams. • Participate in Business Blueprint workshops and facilitate data mapping sessions. • Maintain clear documentation and communicate progress, risks, and status to Syniti leadership and customer PMO. • Act as a functional/technical SME, collaborating with other process teams to identify and resolve cross-team data issues. WHAT IT TAKES • Degree level qualification in Computer Science (or other technology-related field) • Experience in ETL / Data Migration • Functional and technical ERP/SAP experience • Project experience across multiple ERP implementations • Database experience - SQL Server, Oracle etc. • Customer-facing skills • Excellent written and verbal communication skills • Willingness to travel according to project requirements up to 100% • Syniti ADM experience would be an advantage Be fully aligned with our core values: Think Big - Be courageous and bold. Aspire to greatness. Relentlessly pursue market innovation. Set the standard by which others follow. Create solutions that have a meaningful impact. Solve the challenges our customers don’t know they have. Be Curious - Be a lifelong learner. Seek out new ideas to serve customers. Understand our competition and the world. Be permanently dissatisfied with the status quo. Challenge preconceptions. Focus on the future rather than yesterday. Take Action - Be the first. Don’t wait. Take accountability. Inspire others by doing. Fail fast and learn from mistakes. Make a difference every day. Stronger Together - Respect, trust and look out for each other. Celebrate diverse perspectives. Listen. Build connections and belonging. Act with integrity. Give back. One Syniti family. WHAT WE OFFER Trust that you are proficient at what you do. At Syniti, you will find a supportive environment and access to learning tools, but micromanagement is not our thing. Growth. We are growing rapidly and steadily solving the biggest challenges enterprise companies are faced with today. There was never a better time to join and grow with us. Most importantly, you will have the chance to shape our journey and share in our success story. Support. We all rely on each other and enable each other to be successful. You won’t stand alone. Curiosity and genuine interest in you. We all have our different stories, all equally fascinating, with each depicting a different journey, and we want to hear them all. Recognition. We are the sum of individual achievements, and we always take the time to celebrate them. An open organisation. Hierarchies are not our thing, and access is something we make sure of across the board. We are a family where everyone is just as important, everyone’s work is seen, and ideas are valued. OUR COMMITMENT TO INCLUSION At Syniti, we’re committed to creating a respectful, inclusive, and fair workplace where everyone belongs and thrives. We believe that diverse perspectives make us stronger — and we value the unique backgrounds, experiences, and voices each person brings to our team. We welcome applicants based on their skills and potential, and we’re dedicated to ensuring equal opportunities for all, regardless of personal background. If you need accommodations during the hiring process, please let us know — we’re here to support you.",-1,0.3381889378365732,10,20.833333333333336
Business Analytics and Data Specialist,"At #TeamCPF, you’re not just joining a team; you are embracing a culture of excellence, collaboration, and meaningful impact. You will play a pivotal role in empowering over 4 million members to secure their retirement, healthcare, housing needs and better navigate life’s uncertainties. We thrive on sharp minds and insightful decisions. Your ability to analyse and think critically isn't just valued; it's essential. Every choice you make contributes to our collective success. Collaboration is our way of life. We believe in the power of effective partnerships and seamless communications across teams. Together, we amplify each other’s strengths and achieve remarkable results. Our learning never stops. We encourage your inquisitiveness and courage to embrace new challenges head-on. Your agility, readiness to challenge conventions, embrace of data-driven strategies, dedication to learning and applying new skills fuels our innovation and progress. At the core of everything we do lies a genuine desire to make a difference. We serve our community and support each other with compassion, empathy, and unwavering dedications. Every action we take is guided by a deep sense of purpose and a commitment to those we serve. Join us at #TeamCPF! Together, let's redefine possibilities and leave a legacy that echoes for generations. What you will be working on As a Business Analytics and Data Specialist, you will be instrumental in transforming data into actionable insights that drive strategic decision-making and operational excellence across the Agency Services Group. You will analyse data trends to project future operational needs, detect shifts in citizen behaviour to anticipate policy implications, design automation workflows and explore emerging technologies to achieve cost, resource and manpower efficiency. In this role, you will: Analyse data and conduct research studies to support policy reviews and optimise business processes. Implement data initiatives and programmes across the Agency Services Group and build staff capabilities through training and knowledge transfer. Set up and maintain data marts with proper data governance framework and sharing guidelines. Explore and implement automation solutions to reduce manual effort and streamline work processes. Perform environmental scans to identify emerging technologies and automation opportunities to achieve greater operational efficiency. What we are looking for We value the diverse talents and experiences that each individual brings to the table. While mastery of every requirement may not be necessary, familiarity and expertise in some of the following areas will position you for success within this team. Relevant experience in business analytics, data analysis, or related fields with understanding of citizen disbursement schemes to support and drive business process optimisation and sustainability. Have experience in data analysis, critical thinking and problem-solving. Have experience in organisational and project management. Knowledge and prior experience with Databricks, Python, UiPath and/or other programming software is an added advantage. Keen interest in leveraging emerging technology to enhance data analytics capabilities. Communicates effectively, both in writing and speaking. Works independently and manages priorities effectively. Adaptable and resourceful in handling different tasks and challenges. The seniority of appointment and actual corporate job title will commensurate with individual work experiences. We welcome fresh graduates in any discipline and candidates without working experience to apply. To help us better understand your academic background, please provide an official or unofficial copy of your academic transcript, as well as any other relevant documents or certificates that you believe would support your application. Position is on 1-year full time contract directly under the payroll of CPF Board with potential for emplacement into permanent position. What you can expect Being part of #TeamCPF means embarking on a challenging and rewarding career in a progressive workplace that values productivity and growth. Here’s what awaits you: Opportunities to engage in a mix of formal and informal training, keeping your skills sharp in our ever-evolving technological landscape. Promotion opportunities based on your capability and on-the-job performance. A vibrant community of like-minded and friendly colleagues, where collaboration and creativity thrive. A hybrid work model that offers flexibility for remote work, subject to exigencies of service. Flexible dress code that empowers you to choose your appropriate outfit for the day. A comprehensive rewards package that includes annual leave, pro-family leave, medical and dental benefits, and access to recreational activities.",-1,0.3170667031255322,8,16.666666666666664
"AVP, Data Engineer, Data Strategy Group (16674)","GIC is one of the world’s largest sovereign wealth funds. With over 2,000 employees across 11 locations around the world, we invest in more than 40 countries globally across asset classes and businesses. Working at GIC gives you exposure to an extraordinary network of the world’s industry leaders. As a leading global long-term investor, we Work at the Point of Impact for Singapore’s financial future, and the communities we invest in worldwide. Data Strategy Group Data Strategy Group (DSG) harnesses and leverages on GIC’s most valuable asset – Data, to drive insights, results and solve real business challenges. We ingest, analyse, and combine data with context across all industries and asset classes to enable investment decisions and enhance investment process. Together, we strive to build a high-performance enterprise data infrastructure, create results-driven approach with data products and strive to be a data-driven organization. Data Engineering You will help to engineer outstanding data solutions to deliver data services at scale. Using modern and innovative data technologies, the team enables GIC colleagues to securely, and seamlessly access data. What impact can you make in this role? You will be empowered to be at the top of your game by providing technical contributions to achieve data-driven outcomes to power critical investment data & analytics in GIC’s vision of being a tech-driven, global, long-term investment firm. What will you do as a Data Engineer? Be part of an ambitious team that provides investment data services for enterprise activities. You can make a difference in our forward-looking journey to shape our world of investments. Work in engineering teams to build and support enterprise investment data & analytics systems consumed by investment professionals and platforms across the firm. Develop business solutions using your strong analytical skills, and contribute to the team in delivering technology value directly to the business. Perform regular peer code reviews and provide technical coaching to junior team members, and sharing to raise the quality bar for engineering talent. Be actively involved in software delivery for fast-moving agile projects with modern DevSecOps practices (e.g. Github, Jfrog, Jira) and data technologies (eg. Python, Snowflake/Databricks, DBT, Airflow). Push for greater automation and automated testing to improve productivity and reduce operational risks. Become an excellent team player with a collaborative mind-set, you will work directly with investment and technology professionals at different levels. What makes you a successful candidate? Join us if you have a passion for data and want to be part of a team in building and developing GIC’s data foundation and infrastructure. 4 or more years of relevant technology experience preferably in financial risk services or asset management industries, and experience in leading software development teams Good engineering experience & practices in the following:  SQL, and/or relational database – Postgres, Oracle, Snowflake Python/Pandas/DBT/PySpark Java / C# (.NET Core), and/or similar OOP frameworks Unix, Shell scripting (Optional) Docker / Kubernetes / Github workflow, and/or other devops capabilities  (Optional) AWS services such as Glue/Batch, S3, SQS, SNS, EKS (Optional) Federated query tools such as Denodo, Presto/Trino, Starburst Willingness to learn with attention to detail, demonstrating a strong passion in technology and/or finance Fair presentation skills, and communication skills across technical and non-technical audiences Good engagement with software engineers and guide hands-on development Ability to collaborate with cross-departmental business and technical partners to contribute in the delivery of business outcomes Bachelor’s or equivalent degree in Science, Technology, Engineering and Mathematics (STEM) related discipline is advantageous Work at the Point of Impact We need to be forward-looking to attract the right people to help us become the Leading Global Long-term Investor. Join our ambitious, agile, and diverse teams - be empowered to push boundaries and pursue innovative ideas, share your views, and be heard. Be anchored on our PRIME Values: Prudence, Respect, Integrity, Merit and Excellence, which guides us in how we make our day-to-day decisions. We strive to inspire. To make an impact. Flexibility at GIC At GIC, our offices are vibrant hubs for ideation, professional growth, and interpersonal connection.  At the same time, we believe that flexibility allows us to do our best work and be our best selves.  Thus, our teams come into the office four days per week to harness the benefits of in-person collaboration, but have the flexibility to choose which days they work from home and adjust this arrangement as situational needs arise. We are an equal opportunity employer GIC is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment.Please email grphrodtaops@gic.com.sg at any point of the application or interview process if adjustments need to be made due to a disability. Learn more about our Data Strategy Group Department here: https://gic.careers/group/data-strategy-group/ To be considered for the role, please submit a formal application through the GIC Careers site at: https://career10.successfactors.com/sfcareer/jobreqcareerpvt?jobId=16674&company=gicprivate&st=E6568EAC1CD834E43499FA6C00902B9CA7732AE3",-1,0.33739715103077994,9,18.75
Senior Data Scientist,"Synthesis x Senior Data Scientist At Synthesis, we push the boundaries of what’s possible with Open Data. It’s a fast-paced, rapidly-changing environment at the intersection of data science, cultural analysis & brand consultancy. We call this Open Source Intelligence for brands. As a Senior Data Scientist at Synthesis, you will play a key role in shaping our data science practice and driving innovation across both client projects and internal products. You will lead end-to-end data initiatives, delivering project work from shaping datasets and building models to designing scalable data workflows that power the insights and decision frameworks we deliver. You will work with diverse open data sources, ranging from search, social, and e-commerce, to academic papers and patents, to understand audience behaviour and anticipate how needs will evolve over time. In this role, you will not only contribute hands-on but also guide junior data scientists, act as a thought partner to cultural strategists, and help define the roadmap for our data products and infrastructure. We are a small, collaborative team with diverse backgrounds, spanning computer science and engineering, anthropology, and law. We value curiosity, creativity, and a spirit of experimentation. If you are excited about combining data and culture to solve real-world problems, we would love to hear from you! What you’ll need. 5+ years of experience in data science, with a strong record of delivering impactful projects from data exploration through to production deployment. Deep proficiency in Python and SQL, with strong software engineering fundamentals (clean, modular, well-documented code, testing, and version control with Git). Proven experience designing and building scalable data workflows or data-driven products, including architecting pipelines, modular components, and reusable frameworks. Experience applying large language models or advanced NLP techniques (e.g. embeddings, semantic parsing, topic modelling, text classification); familiarity with processing Asian languages is a plus. Strong grasp of statistical methods and core machine learning algorithms, with practical experience using libraries such as scikit-learn, statsmodels, and the ability to select appropriate models based on data characteristics and problem context. Comfortable working with large, messy, and unstructured datasets, particularly text and image-based data. Ability to translate complex technical insights into clear, actionable recommendations for non-technical stakeholders, and collaborate closely with strategists to drive business outcomes. A collaborative mindset, with openness to feedback and diverse perspectives. Bonus points if you have the following. Experience leading or mentoring junior data scientists, including setting technical direction and supporting professional growth. Experience building and maintaining production-grade data pipelines (e.g. Airflow, Dagster) or integrating data from APIs, web scraping, or third-party providers. Familiarity with cloud environments such as Google Cloud or AWS, and deploying data science workflows at scale Why Synthesis? Synthesis is known for delivering exceptional data models and products that uncover the stories of the people they represent and inspire our partners to act with confidence. Partnering with the world’s most successful brands in fashion, beauty, content, and travel, we’re building specialised solutions to solve problems of planning for the future. Rooted in culture, tested in data science, we spot and anticipate changes and connections in culture to inspire action and help brands grow with a new wave of audiences. After three years of iterative development and refinement, we are preparing to launch a series of products over the next 5 years. We will be at the forefront of a shift towards leveraging open data to develop rich, honest, human insight. In an industry that has, for too long, relied on a ‘question-response’ approach to understanding changes in behaviour, we prioritise layering behavioural, performative, search, and sales data to highlight discrepancies between what people say they do and what they actually do. We see a $40 billion industry that has failed to innovate for too long, and we are just getting started. About Synthesis We do Human Centred Data Science. It’s a way of reimaging open data sources from a human perspective. It prioritises behaviour and context to unravel why people do what they do, at scale.  By blending data science with human and market intelligence, we help our clients spot early signals of change and predict implications for business. Diverse by design. Synthesis is a team of digital researchers, gaming designers, data forecasters, network scientists, ethnographers, and engineers.  Cultural and category experts train our models – ensuring they detect measures that matter most – whilst data scientists uncover patterns the eye cannot see. Building bespoke, comprehensive datasets where none exist. We work with open data - search, ratings, social, and sales.  By layering many signals, we build robust and relevant data-driven stories around brands, businesses, and consumer behaviour. Asia first, global applied. Our products must work in Asia first - the hardest test markets.  We continue to make significant investments in language and capabilities across Asian-specific platforms.  Now applied in Europe, LatAm, and the USA.",-1,0.3639666520879433,11,22.916666666666664
Data Analyst,"We are seeking a Data Analyst with hands-on experience in Salesforce CRM (incl. Salesforce Object Query Language (SOQL) and custom/core object model) to drive end-to-end analytics and integrate AI capabilities across our beneficiary lifecycle. You will design data models and databases, map and connect datasets to build a 360° view of beneficiaries, provide insights, dashboard, drive automation and look into opportunity to integrate AI into the workflow. The ideal candidate blends data engineering, analytics, and applied AI with strong stakeholder management - able to tell the story behind the data and translate it into better decisions and outcomes for our beneficiaries. What You Will Work On Analytics & Insights Perform in-depth analyses on datasets to deeper understanding of beneficiaries, program outcomes, and patterns; identify gaps, cohorts, drivers, and opportunities. Connect dots across multiple datasets (internal & external) to illustrate the end-to-end beneficiary journey, from data acquisition, assessment, interventions, outcomes, and longitudinal impact. Translate findings into clear narratives, visualizations, and recommendations for leadership and operational teams. Automate recurring reporting and data preparation to gain efficiency and reduce manual effort. Prepare regular and ad‑hoc reports for internal stakeholders and management. Support Board & Exco: develop executive-ready packs with insights, visualizations, and commentary. Reporting, Dashboards & Data Literacy Partner with cross-functional departments to build, maintain, and govern dashboards (such as Salesforce dashboard, Power BI) for monitoring KPIs and business insights. Enable users with self-serve reporting and best practices for data visualization, champion data literacy and standards. Data Architecture and Integration Design, propose and maintain enterprise data warehouse models (including conformed dimensions and fact tables), data dictionaries, and metadata to enable cross-system analytics, reporting and AI use cases. Build and maintain data pipelines, data mapping, and entity resolution (unique IDs/master data) to unify identities across systems; implement data quality rules and monitoring. AI and intelligent Automation Work jointly with Digitalisation team to assess and realise AI use cases, supported by cost-benefit and value analysis, such as: Explore natural language query (NLQ) for staff (e.g., Copilot-style experiences) to let users ask data questions or build visualization in plain language and receive insights. Explore chatbot capabilities for beneficiaries (e.g., common queries, guided assistance, secure task execution)—with appropriate controls, consent, and escalation paths. Explore AI agent which can understand goals, gather right data, take actions and report back with human-in-the-loop approval in the workflow. Other use cases Requirements A degree in relevant field with at least 3 years of relevant experience in data analytics with hand-on experience in Salesforce CRM. Proficiency in SOQL, Salesforce object model, and Salesforce reporting/dashboards and familiarity with Salesforce data architecture. Experience with large datasets (extraction, cleaning, transform, analysis). Hands-on experience in database creation, data modelling, data mapping is advantageous Ability to translate complexity into insights for non-technical stakeholders. Salesforce certification is advantageous. Proficient with Power BI is an advantage. Good teamwork, cross-functional collaboration, stakeholder engagement and strategic thinking.",-1,0.3299516518271439,9,18.75
